TAA_ID,TAA_DATE,TAA_SHIFT,TAA_WKNO,TAA_CHE_TYPE,TAA_MOVE_KIND,TAA_AGV_ID,TAA_DRIVER,TAA_DRIVENAME,TAA_CNTRID,TAA_AGO_GROUP_ID,TAA_CSIZECD,TAA_CSTATUSCD,TAA_DNGCD,TAA_OVLMTCD,TAA_CTYPECD,TAA_SETTMPT,TAA_WK_STTIME,TAA_WK_EDTIME,TAA_FREE1_ARRTIME,TAA_FREE1_EDTIME,TAA_FREE2_ARRTIME,TAA_FREE2_EDTIME,TAA_FULL1_ARRTIME,TAA_FULL1_EDTIME,TAA_FULL2_ARRTIME,TAA_FULL2_EDTIME,TAA_CONTRACTOR,TAA_VOY_ID,TAA_CNL_WAIT_SECONDS,TAA_CNL_AGO_ID,TAA_PRIOR_EDTIME,TAA_VALIDFG,TAA_WI_ID,TAA_ORC_ID,TAA_CNTRNO,TAA_CREATEUSER,TAA_FREE_PB_ARRTIME,TAA_FREE_PB_EDTIME,TAA_FULL_PB_ARRTIME,TAA_FULL_PB_EDTIME,TAA_FREE1_ST_TP_ID,TAA_FREE1_ED_TP_ID,TAA_FREE2_ST_TP_ID,TAA_FREE2_ED_TP_ID,TAA_FULL1_ST_TP_ID,TAA_FULL1_ED_TP_ID,TAA_FULL2_ST_TP_ID,TAA_FULL2_ED_TP_ID,TAA_FREE_PB_ID,TAA_FULL_PB_ID,TAA_MILEAGE,TAA_CREATEDT
"TAA-20260910-000115","2026-09-10",2,"W03","AGV","IMPORT","AGV-115","SIM","Simulation AGV","CNTR-0000115","AGO-G-28","20","FULL","N","N","20GP","","2026-09-10 00:22:48","2026-09-10 00:42:35","2026-09-10 00:22:48","2026-09-10 00:22:58","2026-09-10 00:33:28","2026-09-10 00:33:38","2026-09-10 00:26:33","2026-09-10 00:26:51","2026-09-10 00:28:14","2026-09-10 00:28:34","SYNTHETIC","VOY-007",10,"AGO-000115","2026-09-10 00:25:48","Y","WI-0000115","ORC-0000115","SYN0000115","SIMULATOR","2026-09-10 00:22:53","2026-09-10 00:22:56","2026-09-10 00:26:25","2026-09-10 00:26:30","TP-F1-S-115","TP-F1-E-115","TP-F2-S-115","TP-F2-E-115","TP-L1-S-115","TP-L1-E-115","TP-L2-S-115","TP-L2-E-115","PB-FREE-07","PB-FULL-07",6590.5,"2026-09-10 00:00:00"
"TAA-20260910-000116","2026-09-10",2,"W04","AGV","EXPORT","AGV-116","SIM","Simulation AGV","CNTR-0000116","AGO-G-29","40","FULL","N","N","40HQ","","2026-09-10 00:23:00","2026-09-10 00:39:46","2026-09-10 00:23:00","2026-09-10 00:23:10","2026-09-10 00:31:30","2026-09-10 00:31:40","2026-09-10 00:26:01","2026-09-10 00:26:19","2026-09-10 00:27:25","2026-09-10 00:27:45","SYNTHETIC","VOY-008",11,"AGO-000116","2026-09-10 00:26:00","Y","WI-0000116","ORC-0000116","SYN0000116","SIMULATOR","2026-09-10 00:23:05","2026-09-10 00:23:08","2026-09-10 00:25:53","2026-09-10 00:25:58","TP-F1-S-116","TP-F1-E-116","TP-F2-S-116","TP-F2-E-116","TP-L1-S-116","TP-L1-E-116","TP-L2-S-116","TP-L2-E-116","PB-FREE-08","PB-FULL-08",5539.2,"2026-09-10 00:00:00"
"TAA-20260910-000117","2026-09-10",2,"W05","AGV","IMPORT","AGV-117","SIM","Simulation AGV","CNTR-0000117","AGO-G-01","40","FULL","N","N","40HQ","","2026-09-10 00:23:12","2026-09-10 00:51:41","2026-09-10 00:23:12","2026-09-10 00:23:22","2026-09-10 00:34:53","2026-09-10 00:35:03","2026-09-10 00:26:25","2026-09-10 00:26:43","2026-09-10 00:27:54","2026-09-10 00:28:14","SYNTHETIC","VOY-009",12,"AGO-000117","2026-09-10 00:26:12","Y","WI-0000117","ORC-0000117","SYN0000117","SIMULATOR","2026-09-10 00:23:17","2026-09-10 00:23:20","2026-09-10 00:26:17","2026-09-10 00:26:22","TP-F1-S-117","TP-F1-E-117","TP-F2-S-117","TP-F2-E-117","TP-L1-S-117","TP-L1-E-117","TP-L2-S-117","TP-L2-E-117","PB-FREE-09","PB-FULL-09",9991.4,"2026-09-10 00:00:00"
"TAA-20260910-000118","2026-09-10",2,"W06","AGV","EXPORT","AGV-118","SIM","Simulation AGV","CNTR-0000118","AGO-G-02","20","FULL","N","N","20GP","","2026-09-10 00:23:24","2026-09-10 00:52:08","2026-09-10 00:23:24","2026-09-10 00:23:34","2026-09-10 00:36:03","2026-09-10 00:36:13","2026-09-10 00:28:12","2026-09-10 00:28:30","2026-09-10 00:30:16","2026-09-10 00:30:36","SYNTHETIC","VOY-010",13,"AGO-000118","2026-09-10 00:26:24","Y","WI-0000118","ORC-0000118","SYN0000118","SIMULATOR","2026-09-10 00:23:29","2026-09-10 00:23:32","2026-09-10 00:28:04","2026-09-10 00:28:09","TP-F1-S-118","TP-F1-E-118","TP-F2-S-118","TP-F2-E-118","TP-L1-S-118","TP-L1-E-118","TP-L2-S-118","TP-L2-E-118","PB-FREE-10","PB-FULL-10",10094.8,"2026-09-10 00:00:00"
"TAA-20260910-000119","2026-09-10",2,"W07","AGV","IMPORT","AGV-119","SIM","Simulation AGV","CNTR-0000119","AGO-G-03","40","FULL","N","N","40HQ","","2026-09-10 00:23:36","2026-09-10 00:50:33","2026-09-10 00:23:36","2026-09-10 00:23:46","2026-09-10 00:35:22","2026-09-10 00:35:32","2026-09-10 00:28:53","2026-09-10 00:29:11","2026-09-10 00:31:08","2026-09-10 00:31:28","SYNTHETIC","VOY-011",14,"AGO-000119","2026-09-10 00:26:36","Y","WI-0000119","ORC-0000119","SYN0000119","SIMULATOR","2026-09-10 00:23:41","2026-09-10 00:23:44","2026-09-10 00:28:45","2026-09-10 00:28:50","TP-F1-S-119","TP-F1-E-119","TP-F2-S-119","TP-F2-E-119","TP-L1-S-119","TP-L1-E-119","TP-L2-S-119","TP-L2-E-119","PB-FREE-11","PB-FULL-11",9553.2,"2026-09-10 00:00:00"
"TAA-20260910-000120","2026-09-10",2,"W08","AGV","EXPORT","AGV-120","SIM","Simulation AGV","CNTR-0000120","AGO-G-04","40","FULL","N","N","40HQ","","2026-09-10 00:23:48","2026-09-10 00:49:43","2026-09-10 00:23:48","2026-09-10 00:23:58","2026-09-10 00:35:26","2026-09-10 00:35:36","2026-09-10 00:30:07","2026-09-10 00:30:25","2026-09-10 00:32:45","2026-09-10 00:33:05","SYNTHETIC","VOY-012",15,"AGO-000120","2026-09-10 00:26:48","Y","WI-0000120","ORC-0000120","SYN0000120","SIMULATOR","2026-09-10 00:23:53","2026-09-10 00:23:56","2026-09-10 00:29:59","2026-09-10 00:30:04","TP-F1-S-120","TP-F1-E-120","TP-F2-S-120","TP-F2-E-120","TP-L1-S-120","TP-L1-E-120","TP-L2-S-120","TP-L2-E-120","PB-FREE-12","PB-FULL-12",9326.9,"2026-09-10 00:00:00"
"TAA-20260910-000121","2026-09-10",2,"W01","AGV","IMPORT","AGV-121","SIM","Simulation AGV","CNTR-0000121","AGO-G-05","20","FULL","N","N","20GP","","2026-09-10 00:24:00","2026-09-10 00:51:19","2026-09-10 00:24:00","2026-09-10 00:24:10","2026-09-10 00:35:26","2026-09-10 00:35:36","2026-09-10 00:25:42","2026-09-10 00:26:00","2026-09-10 00:26:38","2026-09-10 00:26:58","SYNTHETIC","VOY-013",4,"AGO-000121","2026-09-10 00:27:00","Y","WI-0000121","ORC-0000121","SYN0000121","SIMULATOR","2026-09-10 00:24:05","2026-09-10 00:24:08","2026-09-10 00:25:34","2026-09-10 00:25:39","TP-F1-S-121","TP-F1-E-121","TP-F2-S-121","TP-F2-E-121","TP-L1-S-121","TP-L1-E-121","TP-L2-S-121","TP-L2-E-121","PB-FREE-01","PB-FULL-01",9359,"2026-09-10 00:00:00"
"TAA-20260910-000122","2026-09-10",2,"W02","AGV","EXPORT","AGV-122","SIM","Simulation AGV","CNTR-0000122","AGO-G-06","40","FULL","N","N","40HQ","","2026-09-10 00:24:12","2026-09-10 00:50:09","2026-09-10 00:24:12","2026-09-10 00:24:22","2026-09-10 00:35:08","2026-09-10 00:35:18","2026-09-10 00:26:39","2026-09-10 00:26:57","2026-09-10 00:27:52","2026-09-10 00:28:12","SYNTHETIC","VOY-014",5,"AGO-000122","2026-09-10 00:27:12","Y","WI-0000122","ORC-0000122","SYN0000122","SIMULATOR","2026-09-10 00:24:17","2026-09-10 00:24:20","2026-09-10 00:26:31","2026-09-10 00:26:36","TP-F1-S-122","TP-F1-E-122","TP-F2-S-122","TP-F2-E-122","TP-L1-S-122","TP-L1-E-122","TP-L2-S-122","TP-L2-E-122","PB-FREE-02","PB-FULL-02",8978.2,"2026-09-10 00:00:00"
"TAA-20260910-000123","2026-09-10",2,"W03","AGV","IMPORT","AGV-123","SIM","Simulation AGV","CNTR-0000123","AGO-G-07","40","FULL","N","N","40HQ","","2026-09-10 00:24:24","2026-09-10 00:49:05","2026-09-10 00:24:24","2026-09-10 00:24:34","2026-09-10 00:34:58","2026-09-10 00:35:08","2026-09-10 00:27:43","2026-09-10 00:28:01","2026-09-10 00:29:14","2026-09-10 00:29:34","SYNTHETIC","VOY-015",6,"AGO-000123","2026-09-10 00:27:24","Y","WI-0000123","ORC-0000123","SYN0000123","SIMULATOR","2026-09-10 00:24:29","2026-09-10 00:24:32","2026-09-10 00:27:35","2026-09-10 00:27:40","TP-F1-S-123","TP-F1-E-123","TP-F2-S-123","TP-F2-E-123","TP-L1-S-123","TP-L1-E-123","TP-L2-S-123","TP-L2-E-123","PB-FREE-03","PB-FULL-03",8656.2,"2026-09-10 00:00:00"
"TAA-20260910-000124","2026-09-10",2,"W04","AGV","EXPORT","AGV-124","SIM","Simulation AGV","CNTR-0000124","AGO-G-08","20","FULL","N","N","20GP","","2026-09-10 00:24:36","2026-09-10 00:49:40","2026-09-10 00:24:36","2026-09-10 00:24:46","2026-09-10 00:35:42","2026-09-10 00:35:52","2026-09-10 00:28:57","2026-09-10 00:29:15","2026-09-10 00:30:51","2026-09-10 00:31:11","SYNTHETIC","VOY-016",7,"AGO-000124","2026-09-10 00:27:36","Y","WI-0000124","ORC-0000124","SYN0000124","SIMULATOR","2026-09-10 00:24:41","2026-09-10 00:24:44","2026-09-10 00:28:49","2026-09-10 00:28:54","TP-F1-S-124","TP-F1-E-124","TP-F2-S-124","TP-F2-E-124","TP-L1-S-124","TP-L1-E-124","TP-L2-S-124","TP-L2-E-124","PB-FREE-04","PB-FULL-04",8736.3,"2026-09-10 00:00:00"
"TAA-20260910-000125","2026-09-10",2,"W05","AGV","IMPORT","AGV-125","SIM","Simulation AGV","CNTR-0000125","AGO-G-09","40","FULL","N","N","40HQ","","2026-09-10 00:24:48","2026-09-10 00:53:40","2026-09-10 00:24:48","2026-09-10 00:24:58","2026-09-10 00:38:08","2026-09-10 00:38:18","2026-09-10 00:27:53","2026-09-10 00:28:11","2026-09-10 00:29:19","2026-09-10 00:29:39","SYNTHETIC","VOY-017",8,"AGO-000125","2026-09-10 00:27:48","Y","WI-0000125","ORC-0000125","SYN0000125","SIMULATOR","2026-09-10 00:24:53","2026-09-10 00:24:56","2026-09-10 00:27:45","2026-09-10 00:27:50","TP-F1-S-125","TP-F1-E-125","TP-F2-S-125","TP-F2-E-125","TP-L1-S-125","TP-L1-E-125","TP-L2-S-125","TP-L2-E-125","PB-FREE-05","PB-FULL-05",9936.4,"2026-09-10 00:00:00"
"TAA-20260910-000126","2026-09-10",2,"W06","AGV","EXPORT","AGV-126","SIM","Simulation AGV","CNTR-0000126","AGO-G-10","40","FULL","N","N","40HQ","","2026-09-10 00:25:00","2026-09-10 00:49:38","2026-09-10 00:25:00","2026-09-10 00:25:10","2026-09-10 00:35:21","2026-09-10 00:35:31","2026-09-10 00:27:29","2026-09-10 00:27:47","2026-09-10 00:28:42","2026-09-10 00:29:02","SYNTHETIC","VOY-018",9,"AGO-000126","2026-09-10 00:28:00","Y","WI-0000126","ORC-0000126","SYN0000126","SIMULATOR","2026-09-10 00:25:05","2026-09-10 00:25:08","2026-09-10 00:27:21","2026-09-10 00:27:26","TP-F1-S-126","TP-F1-E-126","TP-F2-S-126","TP-F2-E-126","TP-L1-S-126","TP-L1-E-126","TP-L2-S-126","TP-L2-E-126","PB-FREE-06","PB-FULL-06",8496.2,"2026-09-10 00:00:00"
"TAA-20260910-000127","2026-09-10",2,"W07","AGV","IMPORT","AGV-127","SIM","Simulation AGV","CNTR-0000127","AGO-G-11","20","FULL","N","N","20GP","","2026-09-10 00:25:12","2026-09-10 00:49:00","2026-09-10 00:25:12","2026-09-10 00:25:22","2026-09-10 00:35:05","2026-09-10 00:35:15","2026-09-10 00:28:19","2026-09-10 00:28:37","2026-09-10 00:29:46","2026-09-10 00:30:06","SYNTHETIC","VOY-001",10,"AGO-000127","2026-09-10 00:28:12","Y","WI-0000127","ORC-0000127","SYN0000127","SIMULATOR","2026-09-10 00:25:17","2026-09-10 00:25:20","2026-09-10 00:28:11","2026-09-10 00:28:16","TP-F1-S-127","TP-F1-E-127","TP-F2-S-127","TP-F2-E-127","TP-L1-S-127","TP-L1-E-127","TP-L2-S-127","TP-L2-E-127","PB-FREE-07","PB-FULL-07",8135.9,"2026-09-10 00:00:00"
"TAA-20260910-000128","2026-09-10",2,"W08","AGV","EXPORT","AGV-128","SIM","Simulation AGV","CNTR-0000128","AGO-G-12","40","FULL","N","N","40HQ","","2026-09-10 00:25:24","2026-09-10 00:48:37","2026-09-10 00:25:24","2026-09-10 00:25:34","2026-09-10 00:35:27","2026-09-10 00:35:37","2026-09-10 00:29:30","2026-09-10 00:29:48","2026-09-10 00:31:18","2026-09-10 00:31:38","SYNTHETIC","VOY-002",11,"AGO-000128","2026-09-10 00:28:24","Y","WI-0000128","ORC-0000128","SYN0000128","SIMULATOR","2026-09-10 00:25:29","2026-09-10 00:25:32","2026-09-10 00:29:22","2026-09-10 00:29:27","TP-F1-S-128","TP-F1-E-128","TP-F2-S-128","TP-F2-E-128","TP-L1-S-128","TP-L1-E-128","TP-L2-S-128","TP-L2-E-128","PB-FREE-08","PB-FULL-08",8041.3,"2026-09-10 00:00:00"
"TAA-20260910-000129","2026-09-10",2,"W01","AGV","IMPORT","AGV-129","SIM","Simulation AGV","CNTR-0000129","AGO-G-13","40","FULL","N","N","40HQ","","2026-09-10 00:25:36","2026-09-10 00:52:38","2026-09-10 00:25:36","2026-09-10 00:25:46","2026-09-10 00:38:57","2026-09-10 00:39:07","2026-09-10 00:30:01","2026-09-10 00:30:19","2026-09-10 00:31:56","2026-09-10 00:32:16","SYNTHETIC","VOY-003",12,"AGO-000129","2026-09-10 00:28:36","Y","WI-0000129","ORC-0000129","SYN0000129","SIMULATOR","2026-09-10 00:25:41","2026-09-10 00:25:44","2026-09-10 00:29:53","2026-09-10 00:29:58","TP-F1-S-129","TP-F1-E-129","TP-F2-S-129","TP-F2-E-129","TP-L1-S-129","TP-L1-E-129","TP-L2-S-129","TP-L2-E-129","PB-FREE-09","PB-FULL-09",9420.7,"2026-09-10 00:00:00"
"TAA-20260910-000130","2026-09-10",2,"W02","AGV","EXPORT","AGV-130","SIM","Simulation AGV","CNTR-0000130","AGO-G-14","20","FULL","N","N","20GP","","2026-09-10 00:25:48","2026-09-10 00:49:02","2026-09-10 00:25:48","2026-09-10 00:25:58","2026-09-10 00:35:59","2026-09-10 00:36:09","2026-09-10 00:29:02","2026-09-10 00:29:20","2026-09-10 00:30:31","2026-09-10 00:30:51","SYNTHETIC","VOY-004",13,"AGO-000130","2026-09-10 00:28:48","Y","WI-0000130","ORC-0000130","SYN0000130","SIMULATOR","2026-09-10 00:25:53","2026-09-10 00:25:56","2026-09-10 00:28:54","2026-09-10 00:28:59","TP-F1-S-130","TP-F1-E-130","TP-F2-S-130","TP-F2-E-130","TP-L1-S-130","TP-L1-E-130","TP-L2-S-130","TP-L2-E-130","PB-FREE-10","PB-FULL-10",7918,"2026-09-10 00:00:00"
"TAA-20260910-000131","2026-09-10",2,"W03","AGV","IMPORT","AGV-131","SIM","Simulation AGV","CNTR-0000131","AGO-G-15","40","FULL","N","N","40HQ","","2026-09-10 00:26:00","2026-09-10 00:46:27","2026-09-10 00:26:00","2026-09-10 00:26:10","2026-09-10 00:34:23","2026-09-10 00:34:33","2026-09-10 00:29:03","2026-09-10 00:29:21","2026-09-10 00:30:28","2026-09-10 00:30:48","SYNTHETIC","VOY-005",14,"AGO-000131","2026-09-10 00:29:00","Y","WI-0000131","ORC-0000131","SYN0000131","SIMULATOR","2026-09-10 00:26:05","2026-09-10 00:26:08","2026-09-10 00:28:55","2026-09-10 00:29:00","TP-F1-S-131","TP-F1-E-131","TP-F2-S-131","TP-F2-E-131","TP-L1-S-131","TP-L1-E-131","TP-L2-S-131","TP-L2-E-131","PB-FREE-11","PB-FULL-11",6986.9,"2026-09-10 00:00:00"
"TAA-20260910-000132","2026-09-10",2,"W04","AGV","EXPORT","AGV-132","SIM","Simulation AGV","CNTR-0000132","AGO-G-16","40","FULL","N","N","40HQ","","2026-09-10 00:26:12","2026-09-10 00:46:10","2026-09-10 00:26:12","2026-09-10 00:26:22","2026-09-10 00:34:57","2026-09-10 00:35:07","2026-09-10 00:30:39","2026-09-10 00:30:57","2026-09-10 00:32:35","2026-09-10 00:32:55","SYNTHETIC","VOY-006",15,"AGO-000132","2026-09-10 00:29:12","Y","WI-0000132","ORC-0000132","SYN0000132","SIMULATOR","2026-09-10 00:26:17","2026-09-10 00:26:20","2026-09-10 00:30:31","2026-09-10 00:30:36","TP-F1-S-132","TP-F1-E-132","TP-F2-S-132","TP-F2-E-132","TP-L1-S-132","TP-L1-E-132","TP-L2-S-132","TP-L2-E-132","PB-FREE-12","PB-FULL-12",6970.5,"2026-09-10 00:00:00"
"TAA-20260910-000133","2026-09-10",2,"W05","AGV","IMPORT","AGV-133","SIM","Simulation AGV","CNTR-0000133","AGO-G-17","20","FULL","N","N","20GP","","2026-09-10 00:26:24","2026-09-10 00:53:47","2026-09-10 00:26:24","2026-09-10 00:26:34","2026-09-10 00:40:34","2026-09-10 00:40:44","2026-09-10 00:30:20","2026-09-10 00:30:38","2026-09-10 00:32:05","2026-09-10 00:32:25","SYNTHETIC","VOY-007",4,"AGO-000133","2026-09-10 00:29:24","Y","WI-0000133","ORC-0000133","SYN0000133","SIMULATOR","2026-09-10 00:26:29","2026-09-10 00:26:32","2026-09-10 00:30:12","2026-09-10 00:30:17","TP-F1-S-133","TP-F1-E-133","TP-F2-S-133","TP-F2-E-133","TP-L1-S-133","TP-L1-E-133","TP-L2-S-133","TP-L2-E-133","PB-FREE-01","PB-FULL-01",9354.4,"2026-09-10 00:00:00"
"TAA-20260910-000134","2026-09-10",2,"W06","AGV","EXPORT","AGV-134","SIM","Simulation AGV","CNTR-0000134","AGO-G-18","40","FULL","N","N","40HQ","","2026-09-10 00:26:36","2026-09-10 00:49:12","2026-09-10 00:26:36","2026-09-10 00:26:46","2026-09-10 00:37:05","2026-09-10 00:37:15","2026-09-10 00:28:59","2026-09-10 00:29:17","2026-09-10 00:30:10","2026-09-10 00:30:30","SYNTHETIC","VOY-008",5,"AGO-000134","2026-09-10 00:29:36","Y","WI-0000134","ORC-0000134","SYN0000134","SIMULATOR","2026-09-10 00:26:41","2026-09-10 00:26:44","2026-09-10 00:28:51","2026-09-10 00:28:56","TP-F1-S-134","TP-F1-E-134","TP-F2-S-134","TP-F2-E-134","TP-L1-S-134","TP-L1-E-134","TP-L2-S-134","TP-L2-E-134","PB-FREE-02","PB-FULL-02",7638.8,"2026-09-10 00:00:00"
"TAA-20260910-000135","2026-09-10",2,"W07","AGV","IMPORT","AGV-135","SIM","Simulation AGV","CNTR-0000135","AGO-G-19","40","FULL","N","N","40HQ","","2026-09-10 00:26:48","2026-09-10 00:45:35","2026-09-10 00:26:48","2026-09-10 00:26:58","2026-09-10 00:34:34","2026-09-10 00:34:44","2026-09-10 00:28:19","2026-09-10 00:28:37","2026-09-10 00:29:11","2026-09-10 00:29:31","SYNTHETIC","VOY-009",6,"AGO-000135","2026-09-10 00:29:48","Y","WI-0000135","ORC-0000135","SYN0000135","SIMULATOR","2026-09-10 00:26:53","2026-09-10 00:26:56","2026-09-10 00:28:11","2026-09-10 00:28:16","TP-F1-S-135","TP-F1-E-135","TP-F2-S-135","TP-F2-E-135","TP-L1-S-135","TP-L1-E-135","TP-L2-S-135","TP-L2-E-135","PB-FREE-03","PB-FULL-03",6324,"2026-09-10 00:00:00"
"TAA-20260910-000136","2026-09-10",2,"W08","AGV","EXPORT","AGV-136","SIM","Simulation AGV","CNTR-0000136","AGO-G-20","20","FULL","N","N","20GP","","2026-09-10 00:27:00","2026-09-10 00:45:28","2026-09-10 00:27:00","2026-09-10 00:27:10","2026-09-10 00:34:40","2026-09-10 00:34:50","2026-09-10 00:29:07","2026-09-10 00:29:25","2026-09-10 00:30:11","2026-09-10 00:30:31","SYNTHETIC","VOY-010",7,"AGO-000136","2026-09-10 00:30:00","Y","WI-0000136","ORC-0000136","SYN0000136","SIMULATOR","2026-09-10 00:27:05","2026-09-10 00:27:08","2026-09-10 00:28:59","2026-09-10 00:29:04","TP-F1-S-136","TP-F1-E-136","TP-F2-S-136","TP-F2-E-136","TP-L1-S-136","TP-L1-E-136","TP-L2-S-136","TP-L2-E-136","PB-FREE-04","PB-FULL-04",6138.8,"2026-09-10 00:00:00"
"TAA-20260910-000137","2026-09-10",2,"W01","AGV","IMPORT","AGV-137","SIM","Simulation AGV","CNTR-0000137","AGO-G-21","40","FULL","N","N","40HQ","","2026-09-10 00:27:12","2026-09-10 00:55:14","2026-09-10 00:27:12","2026-09-10 00:27:22","2026-09-10 00:43:11","2026-09-10 00:43:21","2026-09-10 00:32:23","2026-09-10 00:32:41","2026-09-10 00:34:35","2026-09-10 00:34:55","SYNTHETIC","VOY-011",8,"AGO-000137","2026-09-10 00:30:12","Y","WI-0000137","ORC-0000137","SYN0000137","SIMULATOR","2026-09-10 00:27:17","2026-09-10 00:27:20","2026-09-10 00:32:15","2026-09-10 00:32:20","TP-F1-S-137","TP-F1-E-137","TP-F2-S-137","TP-F2-E-137","TP-L1-S-137","TP-L1-E-137","TP-L2-S-137","TP-L2-E-137","PB-FREE-05","PB-FULL-05",9658.4,"2026-09-10 00:00:00"
"TAA-20260910-000138","2026-09-10",2,"W02","AGV","EXPORT","AGV-138","SIM","Simulation AGV","CNTR-0000138","AGO-G-22","40","FULL","N","N","40HQ","","2026-09-10 00:27:24","2026-09-10 00:49:54","2026-09-10 00:27:24","2026-09-10 00:27:34","2026-09-10 00:39:11","2026-09-10 00:39:21","2026-09-10 00:31:04","2026-09-10 00:31:22","2026-09-10 00:32:44","2026-09-10 00:33:04","SYNTHETIC","VOY-012",9,"AGO-000138","2026-09-10 00:30:24","Y","WI-0000138","ORC-0000138","SYN0000138","SIMULATOR","2026-09-10 00:27:29","2026-09-10 00:27:32","2026-09-10 00:30:56","2026-09-10 00:31:01","TP-F1-S-138","TP-F1-E-138","TP-F2-S-138","TP-F2-E-138","TP-L1-S-138","TP-L1-E-138","TP-L2-S-138","TP-L2-E-138","PB-FREE-06","PB-FULL-06",7711.1,"2026-09-10 00:00:00"
"TAA-20260910-000139","2026-09-10",2,"W03","AGV","IMPORT","AGV-139","SIM","Simulation AGV","CNTR-0000139","AGO-G-23","20","FULL","N","N","20GP","","2026-09-10 00:27:36","2026-09-10 00:47:19","2026-09-10 00:27:36","2026-09-10 00:27:46","2026-09-10 00:37:06","2026-09-10 00:37:16","2026-09-10 00:30:34","2026-09-10 00:30:52","2026-09-10 00:31:57","2026-09-10 00:32:17","SYNTHETIC","VOY-013",10,"AGO-000139","2026-09-10 00:30:36","Y","WI-0000139","ORC-0000139","SYN0000139","SIMULATOR","2026-09-10 00:27:41","2026-09-10 00:27:44","2026-09-10 00:30:26","2026-09-10 00:30:31","TP-F1-S-139","TP-F1-E-139","TP-F2-S-139","TP-F2-E-139","TP-L1-S-139","TP-L1-E-139","TP-L2-S-139","TP-L2-E-139","PB-FREE-07","PB-FULL-07",6589.4,"2026-09-10 00:00:00"
"TAA-20260910-000140","2026-09-10",2,"W04","AGV","EXPORT","AGV-140","SIM","Simulation AGV","CNTR-0000140","AGO-G-24","40","FULL","N","N","40HQ","","2026-09-10 00:27:48","2026-09-10 00:44:14","2026-09-10 00:27:48","2026-09-10 00:27:58","2026-09-10 00:34:54","2026-09-10 00:35:04","2026-09-10 00:29:52","2026-09-10 00:30:10","2026-09-10 00:30:56","2026-09-10 00:31:16","SYNTHETIC","VOY-014",11,"AGO-000140","2026-09-10 00:30:48","Y","WI-0000140","ORC-0000140","SYN0000140","SIMULATOR","2026-09-10 00:27:53","2026-09-10 00:27:56","2026-09-10 00:29:44","2026-09-10 00:29:49","TP-F1-S-140","TP-F1-E-140","TP-F2-S-140","TP-F2-E-140","TP-L1-S-140","TP-L1-E-140","TP-L2-S-140","TP-L2-E-140","PB-FREE-08","PB-FULL-08",5436.9,"2026-09-10 00:00:00"
"TAA-20260910-000141","2026-09-10",2,"W05","AGV","IMPORT","AGV-141","SIM","Simulation AGV","CNTR-0000141","AGO-G-25","40","FULL","N","N","40HQ","","2026-09-10 00:28:00","2026-09-10 00:54:34","2026-09-10 00:28:00","2026-09-10 00:28:10","2026-09-10 00:44:16","2026-09-10 00:44:26","2026-09-10 00:34:39","2026-09-10 00:34:57","2026-09-10 00:37:24","2026-09-10 00:37:44","SYNTHETIC","VOY-015",12,"AGO-000141","2026-09-10 00:31:00","Y","WI-0000141","ORC-0000141","SYN0000141","SIMULATOR","2026-09-10 00:28:05","2026-09-10 00:28:08","2026-09-10 00:34:31","2026-09-10 00:34:36","TP-F1-S-141","TP-F1-E-141","TP-F2-S-141","TP-F2-E-141","TP-L1-S-141","TP-L1-E-141","TP-L2-S-141","TP-L2-E-141","PB-FREE-09","PB-FULL-09",9276.8,"2026-09-10 00:00:00"
"TAA-20260910-000142","2026-09-10",2,"W06","AGV","EXPORT","AGV-142","SIM","Simulation AGV","CNTR-0000142","AGO-G-26","20","FULL","N","N","20GP","","2026-09-10 00:28:12","2026-09-10 00:50:36","2026-09-10 00:28:12","2026-09-10 00:28:22","2026-09-10 00:40:54","2026-09-10 00:41:04","2026-09-10 00:33:22","2026-09-10 00:33:40","2026-09-10 00:35:35","2026-09-10 00:35:55","SYNTHETIC","VOY-016",13,"AGO-000142","2026-09-10 00:31:12","Y","WI-0000142","ORC-0000142","SYN0000142","SIMULATOR","2026-09-10 00:28:17","2026-09-10 00:28:20","2026-09-10 00:33:14","2026-09-10 00:33:19","TP-F1-S-142","TP-F1-E-142","TP-F2-S-142","TP-F2-E-142","TP-L1-S-142","TP-L1-E-142","TP-L2-S-142","TP-L2-E-142","PB-FREE-10","PB-FULL-10",7624.3,"2026-09-10 00:00:00"
"TAA-20260910-000143","2026-09-10",2,"W07","AGV","IMPORT","AGV-143","SIM","Simulation AGV","CNTR-0000143","AGO-G-27","40","FULL","N","N","40HQ","","2026-09-10 00:28:24","2026-09-10 00:47:00","2026-09-10 00:28:24","2026-09-10 00:28:34","2026-09-10 00:38:18","2026-09-10 00:38:28","2026-09-10 00:32:38","2026-09-10 00:32:56","2026-09-10 00:34:30","2026-09-10 00:34:50","SYNTHETIC","VOY-017",14,"AGO-000143","2026-09-10 00:31:24","Y","WI-0000143","ORC-0000143","SYN0000143","SIMULATOR","2026-09-10 00:28:29","2026-09-10 00:28:32","2026-09-10 00:32:30","2026-09-10 00:32:35","TP-F1-S-143","TP-F1-E-143","TP-F2-S-143","TP-F2-E-143","TP-L1-S-143","TP-L1-E-143","TP-L2-S-143","TP-L2-E-143","PB-FREE-11","PB-FULL-11",6289.7,"2026-09-10 00:00:00"
